id	mission_time	comms	speaker
32822	560254	It's not bad enough not finding the right landing spot - -	CMP
32823	560255	... screen now.	CC
32824	560262	It's not bad enough not finding the right landing spot when you haven't even got the right planet!	CMP
32825	560266	I'll never live that one down.	CC
32826	560275	We're making it get smaller and smaller here to make sure that it really is the one we're leaving.	CMP
32827	560282	All right. That's enough you guys.	CC
32828	560294	11, that was a good picture there.	CC
32829	560296	Okay. That's enough of the Moon.	CDR
32830	560300	Okay. That's enough of the Moon, Charlie. We're getting set up now for some inside pictures.	CDR
32831	560302	Roger.	CC
32832	560432	We know there's a lot of scientists from a number of countries standing by to see the lunar samples, and we thought you'd be interested to see them as they really are here. These two boxes are the sample return containers. They - They're vacuum packed containers that were closed in a vacuum on the lunar surface, sealed, and then brought inside the LM and put inside these fiber glass bags, zippered, and resealed around the outside, and placed in these receptacles in the side of the command module. These are the two boxes. And as soon as we get onto the ship,	CDR
32833	560527	Roger, Neil. Thank you much for that description. We've got a pretty dark picture down here. Could you check your f stop? We'd like to have it - See if you can open it up a little bit. Over.	CC
32834	560540	Okay. Our monitor showed that to be very bright.	LMP
32835	560542	Roger.	CC
32836	560543	... We're down around between, well around f:4, which we thought would be plenty light. Well, we'll lighten it up some more.	CDR
32837	560551	Well, we'd appreciate it. It's pretty dark on all our monitors here.	CC
32838	560559	Okay. Fine.	CDR
32839	560563	It's looking a lot better now, Neil.	CC
32840	560569	There's Buzz.	CC
32841	560594	11, Houston. We have an excellent picture now. Over.	CC
32842	560599	Okay. How do you read me, Charlie?	LMP
32843	560601	Five by now, Buzz. Over.	CC
32844	560604	Okay. The more mundane affairs, now that we've left the Moon, I'd like to trace through them a little bit for you *** developments that have taken place in the food department. I'm sure you've already *** type of a drink container. A little later, Mike will show you how the water gun operates with its new filter to take out the hydrogen. Essentially, this water gun is put in this end and fills up this bag with water, and the drink then dissolves in the water, and this end of the *** outfeeding. Likewise, we have other foods that are more solid nature. You can	LMP
32845	560677	11, Houston. Buzz, you're breaking up badly. Will you check your VOX? Over.	CC
32846	560687	Roger. How am I coming through now, Charlie?	LMP
32847	560689	Roger. You're very clear when you come through. It's just that your VOX is not keying at every word. Over.	CC
32848	560697	Okay. These bite sized objects were designed to remove the problem of having so many crumbs floating around in the cabin, so they designed a particular size that would be able to go to the mouth all at once. I think since all of our experience, we've discovered that we could progress a good bit further than that back some of the type meals that we have on Earth. As a matter of fact, on this flight we've carried along pieces of bread, and along with the bread we have a ham spread; and I'll show you, I hope, how easy it is to spread some ham while I'm in zero g.	LMP
32849	560777	I think we've discovered that it is quite easy to *** you're all very familiar with.	LMP
32850	560804	Apollo 11, Houston. We notice your roll rate increasing. Will you please see if you can bring that down to about 04 or we'll be losing high gain shortly. Over.	CC
32851	560823	You can also use zero gravity to demonstrate many things that we've all learned in school. I'd like to demonstrate briefly how easy it is to explain the action of the gyroscope. If I spin this can, we know that according to the equations of motion that we would expect that once this is given a spin, and has a spin axis in this direction, if we give it a particular torque, and I'll do this by pushing my hands against it in this fashion once it's spinning. By the equations we can predict that, as I put this torque on it, it will in fact rotate this direction. Let's see how well this works out.	LMP
32852	560873	See that as I apply the torque this way, it's rotated this way.	LMP
32853	560892	Too close, I think.	CMP
32854	560912	11, Houston. It's a pretty good demonstration.	CC
32855	560926	Houston, this next is a little demonstration for the kids at home, all kids everywhere, for that matter. I was going to show you how you drink water out of a spoon, but I'm afraid I filled the spoon too full and if I'm not careful, I'm going to spill water right over the sides. Can you see the water slopping around on the top of the spoon, kids?	CMP
32856	560947	That's affirmative, 11.	CC
32857	560952	Okay. Well, as I said, I was going to show you but I'm afraid I filled it too full and it's going to spill over the sides. I'll tell you what. I'll just turn this one over and get rid of the water and start all over again. Okay?	CMP
32858	560967	Okay.	CC
32859	560975	And you can see, up here we don't know where over is. One up is as good as another. That really is water, though. I'll show you.	CMP
32860	561004	That's really not the way we drink. We really have a water gun which I'll show you.	CMP
32861	561015	Here's the water gun. This cylindrical thing on the end of it is a filter with several membranes: one allows water to pass, but not any gas; the other allows gas to pass, but not any water. So, by routing the gaseous water which comes from our tank through this filter, we're enabled to drink purified water without the gas in it, filtered water. And, of course, all we do to - to get it started is just pull the trigger.	CMP
32862	561058	It's sort of messy. I haven't been at this very long. It's sort of the same system that the Spaniards used to drink out of wineskins at bull fights, only I think this is even more fun. Well, be seeing you, kids.	CMP
32863	561074	Thank you from all us kids in the world, here in the MOCR, who can't tell the Earth from the Moon.	CC
32864	561083	Roger. Stand by one, and we'll get you that Earth one.	CMP
32865	561089	Looks like you need a wine skin up there, Mike.	CC
32866	561095	That'd be nice.	CMP
32867	561170	Okay.	CMP
32868	561174	11, Houston - -	CC
32869	561175	You have a picture now, Houston?	CMP
32870	561176	That's affirmative. I refuse to bite on this one, though. You tell us.	CC
32871	561182	Okay. This should be getting larger, and if it is, it's the place we're coming home to.	CDR
32872	561192	Roger.	CC
32873	561220	No matter where you travel, it's always nice to get home.	CDR
32874	561226	We concur, 11. We'll be happy to have you back.	CC
32875	561233	This is Apollo 11. Signing off.	CDR
32876	561236	Roger. Thank you very much, 11. That was a good demonstration and a good show. We appreciate it very much.	CC
32877	561445	Apollo 11, Houston. We were curious to see if there was any excess moisture up around the tunnel hatch area as we saw on 10. Over.	CC
32878	561459	It just so happens that's what we were talking about now. There is a little bit of dampness around the outside edge of the hatch, but a very, very slight amount. We've got a hose up there that we're hoping will sort of help keep it a little bit dry.	CMP
32879	561478	Roger, Mike. Thank you much. Have you seen any more water collecting on the aft bulkhead? Over.	CC
32880	561487	No, we haven't, as a matter of fact. It's been dry in that area since we got rid of that last time.	CMP
32881	561494	Roger. Thank you.	CC
32882	561527	Apollo 11 is back in PTC attitude. Standing by for thruster quieting.	CMP
32883	561533	Roger. We see that. Thank you much, Mike.	CC
32884	562040	Houston, Apollo 11. Could you get a little summary of the evening news for us?	CMP
32885	562046	Yes, sir. We'll have it for you momentarily. Also, a little flight plan update, Mike. If you - On page 3 113, you can delete the O2 fuel cell purge. Over.	CC
32886	562058	Will do.	CMP
32887	562065	There is a flurry of activity in the PA0 site for the evening news.	CC
32888	562072	Bully.	CMP
32889	562083	How's the weather down there? You got any rain?	CMP
32890	562085	Roger. We've been having a little bit, thunderstorm type, the last couple of days. We had a pretty good rain today, smd it's been overcast. A slow storm system's been moving through the area in the last couple of days, and primarily evening and afternoon thundershowers.	CC
32891	562106	Roger. We were watching a few clouds in your area through the monocular along the Texas Gulf Coast this afternoon, and we also noticed there were clouds over Baja California, which is a little bit unusual.	CMP
32892	562120	Roger. Thank you for the weather report. We can't quite see that far. It seems to have	CC
32893	562138	Yes. We also noticed it was a little overcast down over - in the Antarctic ice cap, too.	LMP
32894	562145	Roger. It's apparently raining pretty hard up - -	CC
32895	562148	How's that for one-upsmanship?	CMP
32896	562150	Yes. (Laughter).	CC
32897	562156	He may know that, but he doesn't even know whether his grass is wet or dry.	CDR
32898	562165	It's apparently raining fairly hard up in Washington where the All Star game was to be played tonight. They started out, I understand, and then it was rained out and they called it off.	CC
32899	562176	They need a roof on their stadium so they can catch all those flys.	CMP
32900	562179	Roger.	CC
32901	562181	In the rain.	CMP
32902	562183	Touch̩.	CC
32903	562205	Stand by Buzz. It looks pretty good as far as I could tell. We got the - along the tropical convergence line there, there's a few clouds shown on the weather map I'm looking at here, but nothing of significance. Right now - Stand by. Let's see, right now in the mid - yes, at the MPL - we've got 3000 scattered, visibility 10, waves height 3 feet, is the present weather. I don't think there's anything forecast to be of significance. There are a couple of - FLIGHT just informed me that what I just gave you was the forecast.	CC
32904	562295	Navy called up those special calm seas for you guys from up there on the Hudson.	CC
32905	562300	Well, we might need it. We'll get a look at it tomorrow, I guess, though. We'll probably be giving it a pretty close eye.	LMP
